title,input,choices,target,target_index,task_description,error
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | G##F FE | cGb/c/ ef | ec Bc/B/ | AF FE | AF FE | cB/c/ ec | BA A2 :","[2, 5, 3, 1]",23,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_3:B→Gb(key=A), enharmonic_error_in_measure_2:A→G##"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AE# FE | AF FE | cB/c/ ef | ec Bc/B/ | AF FE | AF A#E | cB/c/ ec | BA A2 :","[2, 1, 4, 3]",168,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:F→E#, invalid_note_in_measure_4:c→T''', excessive_leap_≥10th_in_measure_6:F→A#(11度/17半音)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | D#F FE | cB/c/ ef | ec Ebc/B/ | AF FC | AF FE | cB/c/ ec | BA A2 :","[3, 5, 1, 4]",137,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_5:E→C(12度/19半音), invalid_note_name_in_key_2:A→D#(key=A), invalid_note_name_in_key_4:B→Eb(key=A)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | AE# FE | cB/c/ ef | ec Bc/B/ | AF FE | AF FE | cB/c/ Ec | BA A2 :","[4, 5, 2, 1]",78,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:F→E#, excessive_leap_≥10th_in_measure_7:e→E(13度/20半音)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | AF FE | cB/c/ ef | ec Bc/B/ | AF FE | AF FC | cB/c/ ec cB/c/ ec | BA A2 :","[4, 3, 5, 2]",123,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_7:lengthened(0.62→0.87), invalid_note_in_measure_6:F→S,, excessive_leap_≥10th_in_measure_6:E→C(12度/19半音)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | AF FE | cB/c/ Gf | ec Bc/B/ | G##F FE | AF FE | cB/c/ ec | BA A2 :","[3, 2, 4, 5]",48,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_5:A→G##, invalid_note_name_in_key_3:e→G(key=A)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | G##F FE | cB/c/ ef | ec Bc/B/ | AF FE | AE# FE | Qb7B/c/ ec | BA A2 :","[4, 2, 3, 1]",346,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_6:F→E#, enharmonic_error_in_measure_2:A→G##, invalid_note_in_measure_7:c→Qb7"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AE# FE | AF FE | cB/c/ ef cB/c/ ef | ec Bc/B/ | AF FE | AF FE | cB/c/ ec | BA A2 :","[1, 3, 2, 4]",67,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:F→E#, invalid_duration_in_measure_3:lengthened(0.62→0.87)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | AF FE | cB/G/ ef | ec Bc/B/ | AbF FE | AF | cB/c/ ec | BA A2 : BA A2 :","[2, 3, 4, 5]",1246,2,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_6:shortened(0.5→0.38), invalid_duration_in_measure_8:lengthened(0.31→0.69), excessive_leap_≥10th_in_measure_3:c→G(10度/16半音), invalid_note_name_in_key_5:A→Ab(key=A)"
Irishman_69603,"L: 1/8
M: 2/4
K: A
: AF FE | AF FE | cB/c/ | ec Bc/B/ | E#F FE | AF DbE | cB/c/ eF | BCb A2 :","[1, 5, 4, 2]",13468,1,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_5:A→E#(key=A), excessive_leap_≥10th_in_measure_7:c→F(11度/17半音), invalid_duration_in_measure_3:shortened(0.62→0.37), invalid_note_name_in_key_8:A→Cb(key=A), excessive_leap_≥10th_in_measure_6:F→Db(10度/16半音)"
Irishman_70331,"L: 1/5
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedf | edcB | AEcE | BEdE | cedf | e4 | :","[4, 5, 1, 2]",8,2,Identify inserted errors in the provided ABC score,invalid_length:1/8→1/5
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedf | edcB | AEcE | BEdEb | cedf | e4 | :","[1, 3, 5, 4]",5,0,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_6:E→Eb(key=A)
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cE | BE dB BE dB | cedf | edcB | AEcG | BEdE | Wn3edf | e4 | :","[3, 4, 2, 1]",1346,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_5:E→G(12度/19半音), invalid_duration_in_measure_2:lengthened(0.5→0.75), excessive_leap_≥10th_in_measure_1:A→E(10度/16半音), invalid_note_in_measure_7:c→Wn3"
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cF# | BD## dB | cedf | D##dcB | AEcE | BEdE | cedf | e4 | :","[2, 3, 1, 4]",1789,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_4:E→D##, invalid_duration_in_measure_9:shortened(0.0→-0.12), excessive_leap_≥10th_in_measure_1:A→F#(12度/18半音), enharmonic_error_in_measure_2:E→D##"
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedf | eCB#B | AEcE AEcE AEcE | BF#dG# | cedf | e4 | :","[5, 4, 3, 1]",13567,0,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_4:C→B#, excessive_leap_≥10th_in_measure_6:E→G#(10度/16半音), invalid_duration_in_measure_5:lengthened(0.5→0.75), invalid_note_name_in_key_4:d→C(key=A), excessive_leap_≥10th_in_measure_6:E→F#(12度/19半音)"
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cG# | BE dB | cedf | edcB | AEcE | BEBE | cedf | J | :","[1, 3, 2, 5]",23579,3,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_6:d→B(11度/17半音), invalid_note_in_measure_2:d→Qb7, excessive_leap_≥10th_in_measure_1:A→G#(13度/20半音), invalid_note_in_measure_8:e4→J, invalid_note_in_measure_7:f→J"
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedf | edcB | AEcE | BEdE | cedf | Bb4 | :","[4, 1, 5, 3]",4,1,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_8:e4→Bb4(key=A)
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedFb | edcB | AEcE | BEdG# | cedf | e4 | :","[2, 3, 5, 1]",123,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_6:E→G#(13度/20半音), invalid_note_name_in_key_3:f→Fb(key=A), invalid_note_in_measure_4:B→U#2"
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cA | BE dB | cedf | edcD# | AEcE | BEdE | cedf | e4 | :","[4, 3, 5, 1]",3,3,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_4:B→D#(key=A)
Irishman_70331,"L: 1/8
Q: 1/2=80
M: 2/4
K: A
A2 cAb | BE dB | cedf | edcB | AEGE | BEdBb | cedf | e4 | :","[5, 2, 1, 3]",179,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_6:E→Bb(key=A), invalid_note_name_in_key_5:c→G(key=A), excessive_leap_≥10th_in_measure_1:A→Ab(13度/20半音)"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | R##9F# F2 dBG##F | E2 ED B# D##3 | DEFD","[5, 4, 2, 3]",34578,0,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:A→R##9, invalid_duration_in_measure_8:shortened(0.53→0.16), enharmonic_error_in_measure_6:A→G##, enharmonic_error_in_measure_7:E3→D##3, invalid_note_name_in_key_7:B#→B#(key=Edor)"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFBbD | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBAF | E2 ED B E3 | DEFD E4 :","[5, 1, 4, 2]",8,1,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_2:E→Bb(11度/17半音)
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFbD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBbAE# | E2 ED B E3 | DEbE#D E4 :","[2, 4, 3, 5]",4568,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_6:F→E#, invalid_note_in_measure_2:E→H, invalid_note_name_in_key_2:F→Fb(key=Edor), enharmonic_error_in_measure_8:F→E#"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B E3 E3 | (3Bcd ed e2 ef | g Ab3 gedB | AF F2 dBAF | E2 ED B E3 | DEFD D4 :","[2, 1, 3, 4]",3456,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_8:E4→D4(key=Edor), excessive_leap_≥10th_in_measure_5:B3→Ab3(13度/20半音), invalid_duration_in_measure_3:lengthened(0.48→0.6), invalid_note_in_measure_2:F→Y#"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBAF | E2 ED Bb D##3 | DEFD E4 :","[2, 1, 3, 4]",248,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_7:E3→D##3, invalid_note_in_measure_5:B→R##9, invalid_note_in_measure_4:d→Vb5"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: B#2 ED B E3 | DG#FD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBAF | E2 ED B Fbb3 | DEFD E4 :","[3, 2, 1, 4]",167,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_1:E2→B#2(key=Edor), invalid_note_name_in_key_2:E→G#(key=Edor), enharmonic_error_in_measure_7:Eb3→Fbb3"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBAF | D##2 ED B E#3 | DEFD E4 :","[1, 5, 2, 4]",47,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_7:E2→D##2, invalid_note_in_measure_6:F2→H"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B F#3 | (3Bcd ed e2 ef | g B3 gedB | AF F2 dBAF | E2 | DEFD E4 :","[5, 3, 2, 4]",1236,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_7:E3→F3(key=Edor), invalid_note_name_in_key_7:D→F(key=Edor), invalid_duration_in_measure_7:shortened(0.48→0.1), excessive_leap_≥10th_in_measure_3:E3→F#3(11度/17半音)"
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 ED B E3 | (3Bcd ed e2 ef | g F#3 gedB | AF F2 dBAF | E2 ED B E3 | DEFD E4 :","[4, 2, 3, 1]",1,3,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_5:B3→F#3(key=Edor)
Irishman_131351,"L: 1/8
M: 4/4
K: Edor
: E2 ED B E3 | DEFD GFED | E2 CD B E3 | (3Bcd ed e2 ef | g B3 gedB | AE# F2 dBbAF | E2 ED B E3 | DEFD E4 :","[3, 1, 5, 2]",123,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_3:E→C(13度/20半音), enharmonic_error_in_measure_6:F→E#, invalid_note_in_measure_8:E4→J"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2dc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fG#""Dm"" d4 :","[1, 5, 3, 4]",2,0,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_8:e→G#(13度/20半音)
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2dA# | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Z5m"" abg2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" d4 :","[2, 3, 4, 1]",14,0,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:G→Z5, invalid_note_name_in_key_1:c→A#(key=Dmin)"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2dc | d2e2 f2""C7""g2 | ""Qb7"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" A#4 :","[5, 4, 2, 3]",45,2,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_8:d4→A#4(10度/16半音), invalid_note_in_measure_3:F→Qb7"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2dc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""F7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" d4 :","[1, 5, 2, 3]",16,2,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:A7→P,6, excessive_leap_≥10th_in_measure_6:A7→F7(12度/19半音)"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Ebm"" d2dc d2dc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" d4 :","[4, 2, 5, 1]",8,3,Identify inserted errors in the provided ABC score,enharmonic_error_in_measure_1:D#→Eb
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2Ebc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc | ""A7"" f2fG#""Dm"" d4 :","[5, 4, 3, 2]",4568,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:D#→Eb, invalid_note_in_measure_1:c→Z5, invalid_duration_in_measure_7:shortened(0.38→0.26), invalid_note_name_in_key_8:e→G#(key=Dmin)"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dAb d2dc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2D#c d2dc | ""G##7"" f2fe""Dbm"" d4 :","[2, 1, 3, 5]",127,2,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_1:c→Ab(10度/16半音), enharmonic_error_in_measure_8:A7→G##7, invalid_note_name_in_key_7:d→D#(key=Dmin)"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""R##9m"" d2dc d2dc | d2e2 f2""C7""E2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""Fm"" a2fg | ""Gm"" D#g2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" d4 :","[4, 5, 3, 2]",23467,1,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_6:ab→D#(key=Dmin), invalid_note_in_measure_5:a→P,6, excessive_leap_≥10th_in_measure_2:g2→E2(10度/16半音), invalid_note_in_measure_1:D→R##9, excessive_leap_≥10th_in_measure_5:D→F(11度/17半音)"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""E#"" abag""Dm"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc E2dc | ""A7"" f2fe""Dm"" d4 :","[1, 4, 3, 5]",2478,1,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_3:a→X3, excessive_leap_≥10th_in_measure_7:d2→E2(10度/16半音), invalid_duration_in_measure_1:shortened(0.38→0.26), enharmonic_error_in_measure_5:F→E#"
Irishman_210477,"L: 1/16
M: 2/4
K: Dmin
:""Dm"" d2dc d2dc d2dB# d2C#c | d2e2 f2""C7""g2 | ""F"" a2ag""Dm"" a2ag | ""Gm"" b2ba""C7"" g4 | ""F"" abag""F#m"" a2fg | ""Gm"" abg2""A7"" g2a2 | ""Dm"" d2dc d2dc | ""A7"" f2fe""Dm"" d4 :","[1, 2, 3, 5]",13458,3,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_1:lengthened(0.38→0.51), enharmonic_error_in_measure_1:Db→C#, enharmonic_error_in_measure_1:C→B#, invalid_note_name_in_key_5:D→F#(key=Dmin), invalid_note_in_measure_2:f2→I4"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 B | (B A) B | d d d | D2 E | F F A | E D B, | E E E | F2","[4, 3, 1, 5]",2689,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_9:E2→F2(key=G), invalid_note_in_measure_8:E→R##9, invalid_note_in_measure_5:E→Qb7, excessive_leap_≥10th_in_measure_6:F→A(10度/16半音)"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 | (B A) B | d d d | D2 E | F F F | E D B, | E E E | E2","[1, 4, 3, 2]",45,3,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_2:shortened(0.38→-0.12), invalid_note_in_measure_5:E→Vb5"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 | (B G##) B | d d d | D2 E | F F F | E D B, | E E E | E2","[2, 5, 4, 3]",2679,2,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_8:E→X3, enharmonic_error_in_measure_3:A→G##, invalid_duration_in_measure_2:shortened(0.38→0.13), invalid_note_in_measure_3:G#→P,6"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 B | (B A) B | d d d | D2 E | F F F | E D B, | E B E | E2","[2, 4, 1, 3]",2,2,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_8:E→B(11度/17半音)
Irishman_34338,"L: 1/4
M: 3/4
K: G
A A A A | B2 B | (B A) F | d | D#2 E | F F F | E D B, | E E E | E2","[2, 3, 4, 1]",2467,2,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_3:B→F(13度/20半音), invalid_duration_in_measure_1:lengthened(0.25→1.0), invalid_note_name_in_key_5:D2→D#2(key=G), invalid_duration_in_measure_4:shortened(0.75→0.0)"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 Fb | (B A) B | d d d | D2 D## | F F F | E A B, | E E E | E2","[5, 2, 4, 1]",1267,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_5:E→D##, invalid_note_name_in_key_2:B→Fb(key=G), excessive_leap_≥10th_in_measure_7:D→A(11度/17半音), invalid_note_in_measure_7:B→T'''"
Irishman_34338,"L: 1/4
M: 3/4
K: T
A | B2 B | (B A) B | d d d | D2 E | F F F | E D B, | E E E | E2","[5, 4, 2, 1]",0,3,Identify inserted errors in the provided ABC score,invalid_key:G→T
Irishman_34338,"L: 1/4
M: 3/4
K: G
G## | B2 B | (B A) B | d d d | D2 D## | F F F | E D Bb, | E E E | E2","[2, 3, 5, 4]",3567,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_4:d→P,6, enharmonic_error_in_measure_1:A→G##, excessive_leap_≥10th_in_measure_7:B→Bb(13度/20半音), enharmonic_error_in_measure_5:E→D##"
Irishman_34338,"L: 1/4
M: 3/4
K: G
A | B2 B | (B A) B | F# d d | D2 E | F E# F | E | E E E | A2","[4, 2, 1, 3]",2369,0,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_7:shortened(0.75→0.25), enharmonic_error_in_measure_6:F→E#, invalid_note_name_in_key_4:d→F#(key=G), invalid_note_name_in_key_9:E2→A2(key=G)"
Irishman_34338,"L: 1/4
M: 3/4
K: G
Eb | B2 E | (B A) B | d d d | D2 E | F F F | E D B, | H D# E | E2","[3, 1, 4, 2]",1689,2,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_1:A→Eb(key=G), invalid_note_in_measure_8:E→H, excessive_leap_≥10th_in_measure_2:B→E(11度/17半音), invalid_note_name_in_key_8:E→D#(key=G)"
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 E DB,G, E DB,G, | A, A2 | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[1, 3, 2, 5]",347,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_3:shortened(0.38→0.13), invalid_duration_in_measure_2:lengthened(0.56→0.81), invalid_note_in_measure_8:C→Wn3"
Irishman_159456,"L: 1/8
M: 3/2
K: Amin
A, A2 A2 E | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[2, 1, 5, 3]",0,1,Identify inserted errors in the provided ABC score,invalid_meter:6/8→3/2
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 E DB,G, | T''', A2 Db2 E | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[4, 1, 3, 2]",12,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_3:A→T''', excessive_leap_≥10th_in_measure_3:A2→Db2(10度/16半音)"
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, G#2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[3, 4, 1, 2]",6,2,Identify inserted errors in the provided ABC score,enharmonic_error_in_measure_5:Ab2→G#2
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, A2 A2 E | G2 E DB,E, DB,G, | C3 DCD | ECA, A,3 :","[2, 3, 1, 5]",46,0,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_6:lengthened(0.56→0.69), excessive_leap_≥10th_in_measure_6:G→E(12度/19半音)"
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 | A, A2 A2 E | ABc cBA | A, A#2 G##2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[5, 1, 2, 3]",346,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:E→Y#, invalid_duration_in_measure_2:shortened(0.56→0.31), enharmonic_error_in_measure_5:A2→G##2"
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 G##2 Ab | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[1, 2, 5, 3]",146,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_1:E→Ab(key=Amin), invalid_note_in_measure_2:E→Vb5, enharmonic_error_in_measure_1:A2→G##2"
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[1, 5, 3, 4]",7,0,Identify inserted errors in the provided ABC score,invalid_note_in_measure_4:A→Z5
Irishman_159456,"L: 1/8
M: 6/8
K: Amin
A, A2 A2 E | G2 Fbb | A, A2 A2 E | ABc cBA | A, E2 A2 E | G2 E DB,G, | B#3 DCbD | ECA, A,3 :","[5, 1, 3, 4]",1458,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:Eb→Fbb, excessive_leap_≥10th_in_measure_5:A2→E2(11度/17半音), enharmonic_error_in_measure_7:C3→B#3, invalid_duration_in_measure_2:shortened(0.69→0.56)"
Irishman_159456,"L: 1/8
M: 6/8
K: X
A, A2 A2 E | G2 E DB,G, | A, A2 A2 E | ABc cBA | A, A2 A2 E | G2 E DB,G, | C3 DCD | ECA, A,3 :","[5, 4, 1, 2]",5,2,Identify inserted errors in the provided ABC score,invalid_key:Amin→X
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEbD## BEE | AFD AFD | BEE BEE | GAB AD#D | BED# BEE | AFD AFD | GFG cBA | cBA GC#D :","[2, 1, 3, 4]",1345,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:E→D##, excessive_leap_≥10th_in_measure_4:F→D#(12度/18半音), invalid_note_name_in_key_5:E→D#(key=Emin), excessive_leap_≥10th_in_measure_8:F→C#(12度/18半音)"
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | BEE BEE | GAB AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[2, 4, 1, 3]",7,2,Identify inserted errors in the provided ABC score,invalid_note_in_measure_4:A→X3
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | BEE BEE | GAB AFD | BEE BEE | AFG# AFD | GFG cBA | cBA GFD :","[1, 2, 4, 3]",67,1,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_7:F→S,, invalid_note_name_in_key_6:D→G#(key=Emin)"
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | BEE BEE | GAB AFD | BEE BEE | AE#D G#FB | GFG cBA | Z5BA GFD :","[3, 2, 5, 1]",12357,2,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_6:D→B(12度/18半音), invalid_note_in_measure_8:c→Z5, invalid_note_in_measure_5:E→Vb5, invalid_note_name_in_key_6:A→G#(key=Emin), enharmonic_error_in_measure_6:F→E#"
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | BEE BEE | GAC# AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[2, 1, 5, 3]",3,1,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_4:B→C#(10度/16半音)
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | BEE BEA# | GAB AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[5, 2, 1, 4]",3,2,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_3:E→A#(12度/18半音)
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
BEE BEE | AFD AFD | T'''EE BEE | GAB AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[4, 5, 1, 2]",2,2,Identify inserted errors in the provided ABC score,invalid_note_in_measure_3:B→T'''
Irishman_34736,"L: 1/8
M: 6/8
K: Emin
CbEE BEE BEE BEE | AFD AFD | BEE BEE | GEbB AFD | BEE BEE | AFD AFD | GFG cBA | cBA GFD :","[1, 5, 2, 3]",127,3,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_1:lengthened(0.75→1.12), invalid_note_name_in_key_1:B→Cb(key=Emin), excessive_leap_≥10th_in_measure_4:A→Eb(10度/16半音)"
